Pays,nom_standard,nom_sans_accent,nom_standard_majuscule,dep_code,nom_standard
France,Couville,couville,COUVILLE,50,Couville
France,Crasville,crasville,CRASVILLE,50,Crasville
France,Créances,creances,CRÉANCES,50,Créances
France,Les Cresnays,les-cresnays,LES CRESNAYS,50,Les Cresnays
France,Crollon,crollon,CROLLON,50,Crollon
France,Crosville-sur-Douve,crosville-sur-douve,CROSVILLE-SUR-DOUVE,50,Crosville-sur-Douve
France,Cuves,cuves,CUVES,50,Cuves
France,Dangy,dangy,DANGY,50,Dangy
France,Le Dézert,le-dezert,LE DÉZERT,50,Le Dézert
France,Digosville,digosville,DIGOSVILLE,50,Digosville
France,Domjean,domjean,DOMJEAN,50,Domjean
France,Donville-les-Bains,donville-les-bains,DONVILLE-LES-BAINS,50,Donville-les-Bains
France,Doville,doville,DOVILLE,50,Doville
France,Dragey-Ronthon,dragey-ronthon,DRAGEY-RONTHON,50,Dragey-Ronthon
France,Ducey-Les Chéris,ducey-les-cheris,DUCEY-LES CHÉRIS,50,Ducey-Les Chéris
France,Écausseville,ecausseville,ÉCAUSSEVILLE,50,Écausseville
France,Émondeville,emondeville,ÉMONDEVILLE,50,Émondeville
France,Équilly,equilly,ÉQUILLY,50,Équilly
France,Éroudeville,eroudeville,ÉROUDEVILLE,50,Éroudeville
France,L'Étang-Bertrand,l-etang-bertrand,L'ÉTANG-BERTRAND,50,L'Étang-Bertrand
France,Étienville,etienville,ÉTIENVILLE,50,Étienville
France,Fermanville,fermanville,FERMANVILLE,50,Fermanville
France,Feugères,feugeres,FEUGÈRES,50,Feugères
France,La Feuillie,la-feuillie,LA FEUILLIE,50,La Feuillie
France,Fierville-les-Mines,fierville-les-mines,FIERVILLE-LES-MINES,50,Fierville-les-Mines
France,Flamanville,flamanville,FLAMANVILLE,50,Flamanville
France,Fleury,fleury,FLEURY,50,Fleury
France,Flottemanville,flottemanville,FLOTTEMANVILLE,50,Flottemanville
France,Folligny,folligny,FOLLIGNY,50,Folligny
France,Fontenay-sur-Mer,fontenay-sur-mer,FONTENAY-SUR-MER,50,Fontenay-sur-Mer
France,Fourneaux,fourneaux,FOURNEAUX,50,Fourneaux
France,Le Fresne-Poret,le-fresne-poret,LE FRESNE-PORET,50,Le Fresne-Poret
France,Fresville,fresville,FRESVILLE,50,Fresville
France,Gathemo,gathemo,GATHEMO,50,Gathemo
France,Gatteville-le-Phare,gatteville-le-phare,GATTEVILLE-LE-PHARE,50,Gatteville-le-Phare
France,Gavray-sur-Sienne,gavray-sur-sienne,GAVRAY-SUR-SIENNE,50,Gavray-sur-Sienne
France,Geffosses,geffosses,GEFFOSSES,50,Geffosses
France,Genêts,genets,GENÊTS,50,Genêts
France,Ger,ger,GER,50,Ger
France,La Godefroy,la-godefroy,LA GODEFROY,50,La Godefroy
France,Golleville,golleville,GOLLEVILLE,50,Golleville
France,Gonfreville,gonfreville,GONFREVILLE,50,Gonfreville
France,Gonneville-Le Theil,gonneville-le-theil,GONNEVILLE-LE THEIL,50,Gonneville-Le Theil
France,Gorges,gorges,GORGES,50,Gorges
France,Gouvets,gouvets,GOUVETS,50,Gouvets
France,Gouville-sur-Mer,gouville-sur-mer,GOUVILLE-SUR-MER,50,Gouville-sur-Mer
France,Graignes-Mesnil-Angot,graignes-mesnil-angot,GRAIGNES-MESNIL-ANGOT,50,Graignes-Mesnil-Angot
France,Le Grand-Celland,le-grand-celland,LE GRAND-CELLAND,50,Le Grand-Celland
France,Granville,granville,GRANVILLE,50,Granville
France,Gratot,gratot,GRATOT,50,Gratot
France,Grimesnil,grimesnil,GRIMESNIL,50,Grimesnil
France,Grosville,grosville,GROSVILLE,50,Grosville
France,Le Guislain,le-guislain,LE GUISLAIN,50,Le Guislain
France,Le Ham,le-ham,LE HAM,50,Le Ham
France,Hambye,hambye,HAMBYE,50,Hambye
France,Hamelin,hamelin,HAMELIN,50,Hamelin
France,Hardinvast,hardinvast,HARDINVAST,50,Hardinvast
France,Hauteville-sur-Mer,hauteville-sur-mer,HAUTEVILLE-SUR-MER,50,Hauteville-sur-Mer
France,Hauteville-la-Guichard,hauteville-la-guichard,HAUTEVILLE-LA-GUICHARD,50,Hauteville-la-Guichard
France,Hautteville-Bocage,hautteville-bocage,HAUTTEVILLE-BOCAGE,50,Hautteville-Bocage
France,La Haye-Bellefond,la-haye-bellefond,LA HAYE-BELLEFOND,50,La Haye-Bellefond
France,La Haye-d'Ectot,la-haye-d-ectot,LA HAYE-D'ECTOT,50,La Haye-d'Ectot
France,La Haye,la-haye,LA HAYE,50,La Haye
France,La Haye-Pesnel,la-haye-pesnel,LA HAYE-PESNEL,50,La Haye-Pesnel
France,Héauville,heauville,HÉAUVILLE,50,Héauville
France,Thèreval,thereval,THÈREVAL,50,Thèreval
France,Helleville,helleville,HELLEVILLE,50,Helleville
France,Hémevez,hemevez,HÉMEVEZ,50,Hémevez
France,Heugueville-sur-Sienne,heugueville-sur-sienne,HEUGUEVILLE-SUR-SIENNE,50,Heugueville-sur-Sienne
France,Hiesville,hiesville,HIESVILLE,50,Hiesville
France,Hocquigny,hocquigny,HOCQUIGNY,50,Hocquigny
France,Huberville,huberville,HUBERVILLE,50,Huberville
France,Hudimesnil,hudimesnil,HUDIMESNIL,50,Hudimesnil
France,Huisnes-sur-Mer,huisnes-sur-mer,HUISNES-SUR-MER,50,Huisnes-sur-Mer
France,Isigny-le-Buat,isigny-le-buat,ISIGNY-LE-BUAT,50,Isigny-le-Buat
France,Joganville,joganville,JOGANVILLE,50,Joganville
France,Juilley,juilley,JUILLEY,50,Juilley
France,Juvigny les Vallées,juvigny-les-vallees,JUVIGNY LES VALLÉES,50,Juvigny les Vallées
France,Lamberville,lamberville,LAMBERVILLE,50,Lamberville
France,La Lande-d'Airou,la-lande-d-airou,LA LANDE-D'AIROU,50,La Lande-d'Airou
France,Lapenty,lapenty,LAPENTY,50,Lapenty
France,Laulne,laulne,LAULNE,50,Laulne
France,Lengronne,lengronne,LENGRONNE,50,Lengronne
France,Lessay,lessay,LESSAY,50,Lessay
France,Lestre,lestre,LESTRE,50,Lestre
France,Liesville-sur-Douve,liesville-sur-douve,LIESVILLE-SUR-DOUVE,50,Liesville-sur-Douve
France,Lieusaint,lieusaint,LIEUSAINT,50,Lieusaint
France,Lingeard,lingeard,LINGEARD,50,Lingeard
France,Tourneville-sur-Mer,tourneville-sur-mer,TOURNEVILLE-SUR-MER,50,Tourneville-sur-Mer
France,Montsenelle,montsenelle,MONTSENELLE,50,Montsenelle
France,Les Loges-Marchis,les-loges-marchis,LES LOGES-MARCHIS,50,Les Loges-Marchis
France,Les Loges-sur-Brécey,les-loges-sur-brecey,LES LOGES-SUR-BRÉCEY,50,Les Loges-sur-Brécey
France,Lolif,lolif,LOLIF,50,Lolif
France,Longueville,longueville,LONGUEVILLE,50,Longueville
France,Le Loreur,le-loreur,LE LOREUR,50,Le Loreur
France,Le Lorey,le-lorey,LE LOREY,50,Le Lorey
France,La Lucerne-d'Outremer,la-lucerne-d-outremer,LA LUCERNE-D'OUTREMER,50,La Lucerne-d'Outremer
France,Le Luot,le-luot,LE LUOT,50,Le Luot
France,La Luzerne,la-luzerne,LA LUZERNE,50,La Luzerne
France,Magneville,magneville,MAGNEVILLE,50,Magneville
France,Marcey-les-Grèves,marcey-les-greves,MARCEY-LES-GRÈVES,50,Marcey-les-Grèves
France,Marchésieux,marchesieux,MARCHÉSIEUX,50,Marchésieux
France,Marcilly,marcilly,MARCILLY,50,Marcilly
France,Margueray,margueray,MARGUERAY,50,Margueray
France,Marigny-Le-Lozon,marigny-le-lozon,MARIGNY-LE-LOZON,50,Marigny-Le-Lozon
France,Martinvast,martinvast,MARTINVAST,50,Martinvast
France,Maupertuis,maupertuis,MAUPERTUIS,50,Maupertuis
France,Maupertus-sur-Mer,maupertus-sur-mer,MAUPERTUS-SUR-MER,50,Maupertus-sur-Mer
France,La Meauffe,la-meauffe,LA MEAUFFE,50,La Meauffe
France,Méautis,meautis,MÉAUTIS,50,Méautis
France,Le Mesnil,le-mesnil,LE MESNIL,50,Le Mesnil
France,Le Mesnil-Adelée,le-mesnil-adelee,LE MESNIL-ADELÉE,50,Le Mesnil-Adelée
France,Le Mesnil-Amey,le-mesnil-amey,LE MESNIL-AMEY,50,Le Mesnil-Amey
France,Le Mesnil-Aubert,le-mesnil-aubert,LE MESNIL-AUBERT,50,Le Mesnil-Aubert
France,Le Mesnil-au-Val,le-mesnil-au-val,LE MESNIL-AU-VAL,50,Le Mesnil-au-Val
France,Le Mesnil-Eury,le-mesnil-eury,LE MESNIL-EURY,50,Le Mesnil-Eury
France,Le Mesnil-Garnier,le-mesnil-garnier,LE MESNIL-GARNIER,50,Le Mesnil-Garnier
France,Le Mesnil-Gilbert,le-mesnil-gilbert,LE MESNIL-GILBERT,50,Le Mesnil-Gilbert
France,Le Mesnillard,le-mesnillard,LE MESNILLARD,50,Le Mesnillard
France,Le Mesnil-Ozenne,le-mesnil-ozenne,LE MESNIL-OZENNE,50,Le Mesnil-Ozenne
France,Le Mesnil-Rouxelin,le-mesnil-rouxelin,LE MESNIL-ROUXELIN,50,Le Mesnil-Rouxelin
France,Le Mesnil-Véneron,le-mesnil-veneron,LE MESNIL-VÉNERON,50,Le Mesnil-Véneron
France,Le Mesnil-Villeman,le-mesnil-villeman,LE MESNIL-VILLEMAN,50,Le Mesnil-Villeman
France,La Meurdraquière,la-meurdraquiere,LA MEURDRAQUIÈRE,50,La Meurdraquière
France,Millières,millieres,MILLIÈRES,50,Millières
France,Les Moitiers-d'Allonne,les-moitiers-d-allonne,LES MOITIERS-D'ALLONNE,50,Les Moitiers-d'Allonne
France,Montabot,montabot,MONTABOT,50,Montabot
France,Montaigu-la-Brisette,montaigu-la-brisette,MONTAIGU-LA-BRISETTE,50,Montaigu-la-Brisette
France,Montaigu-les-Bois,montaigu-les-bois,MONTAIGU-LES-BOIS,50,Montaigu-les-Bois
France,Montbray,montbray,MONTBRAY,50,Montbray
France,Montcuit,montcuit,MONTCUIT,50,Montcuit
France,Montebourg,montebourg,MONTEBOURG,50,Montebourg
France,Montfarville,montfarville,MONTFARVILLE,50,Montfarville
France,Monthuchon,monthuchon,MONTHUCHON,50,Monthuchon
France,Montjoie-Saint-Martin,montjoie-saint-martin,MONTJOIE-SAINT-MARTIN,50,Montjoie-Saint-Martin
France,Montmartin-sur-Mer,montmartin-sur-mer,MONTMARTIN-SUR-MER,50,Montmartin-sur-Mer
France,Montpinchon,montpinchon,MONTPINCHON,50,Montpinchon
France,Montrabot,montrabot,MONTRABOT,50,Montrabot
France,Montreuil-sur-Lozon,montreuil-sur-lozon,MONTREUIL-SUR-LOZON,50,Montreuil-sur-Lozon
France,Le Mont-Saint-Michel,le-mont-saint-michel,LE MONT-SAINT-MICHEL,50,Le Mont-Saint-Michel
France,Moon-sur-Elle,moon-sur-elle,MOON-SUR-ELLE,50,Moon-sur-Elle
France,Morigny,morigny,MORIGNY,50,Morigny
France,Mortain-Bocage,mortain-bocage,MORTAIN-BOCAGE,50,Mortain-Bocage
France,Morville,morville,MORVILLE,50,Morville
France,La Mouche,la-mouche,LA MOUCHE,50,La Mouche
France,Moulines,moulines,MOULINES,50,Moulines
France,Moyon Villages,moyon-villages,MOYON VILLAGES,50,Moyon Villages
France,Muneville-le-Bingard,muneville-le-bingard,MUNEVILLE-LE-BINGARD,50,Muneville-le-Bingard
France,Muneville-sur-Mer,muneville-sur-mer,MUNEVILLE-SUR-MER,50,Muneville-sur-Mer
France,Nay,nay,NAY,50,Nay
France,Négreville,negreville,NÉGREVILLE,50,Négreville
France,Néhou,nehou,NÉHOU,50,Néhou
France,Le Neufbourg,le-neufbourg,LE NEUFBOURG,50,Le Neufbourg
France,Neufmesnil,neufmesnil,NEUFMESNIL,50,Neufmesnil
France,Neuville-au-Plain,neuville-au-plain,NEUVILLE-AU-PLAIN,50,Neuville-au-Plain
France,Neuville-en-Beaumont,neuville-en-beaumont,NEUVILLE-EN-BEAUMONT,50,Neuville-en-Beaumont
France,Nicorps,nicorps,NICORPS,50,Nicorps
France,Notre-Dame-de-Cenilly,notre-dame-de-cenilly,NOTRE-DAME-DE-CENILLY,50,Notre-Dame-de-Cenilly
France,Notre-Dame-de-Livoye,notre-dame-de-livoye,NOTRE-DAME-DE-LIVOYE,50,Notre-Dame-de-Livoye
France,Nouainville,nouainville,NOUAINVILLE,50,Nouainville
France,Octeville-l'Avenel,octeville-l-avenel,OCTEVILLE-L'AVENEL,50,Octeville-l'Avenel
France,Orglandes,orglandes,ORGLANDES,50,Orglandes
France,Orval sur Sienne,orval-sur-sienne,ORVAL SUR SIENNE,50,Orval sur Sienne
France,Ouville,ouville,OUVILLE,50,Ouville
France,Ozeville,ozeville,OZEVILLE,50,Ozeville
France,Grandparigny,grandparigny,GRANDPARIGNY,50,Grandparigny
France,Percy-en-Normandie,percy-en-normandie,PERCY-EN-NORMANDIE,50,Percy-en-Normandie
France,Périers,periers,PÉRIERS,50,Périers
France,La Pernelle,la-pernelle,LA PERNELLE,50,La Pernelle
France,Perriers-en-Beauficel,perriers-en-beauficel,PERRIERS-EN-BEAUFICEL,50,Perriers-en-Beauficel
France,Le Perron,le-perron,LE PERRON,50,Le Perron
France,Le Petit-Celland,le-petit-celland,LE PETIT-CELLAND,50,Le Petit-Celland
France,Picauville,picauville,PICAUVILLE,50,Picauville
France,Pierreville,pierreville,PIERREVILLE,50,Pierreville
France,Les Pieux,les-pieux,LES PIEUX,50,Les Pieux
France,Pirou,pirou,PIROU,50,Pirou
France,Le Plessis-Lastelle,le-plessis-lastelle,LE PLESSIS-LASTELLE,50,Le Plessis-Lastelle
France,Poilley,poilley,POILLEY,50,Poilley
France,Pontaubault,pontaubault,PONTAUBAULT,50,Pontaubault
France,Pont-Hébert,pont-hebert,PONT-HÉBERT,50,Pont-Hébert
France,Pontorson,pontorson,PONTORSON,50,Pontorson
France,Ponts,ponts,PONTS,50,Ponts
France,Port-Bail-sur-Mer,port-bail-sur-mer,PORT-BAIL-SUR-MER,50,Port-Bail-sur-Mer
France,Précey,precey,PRÉCEY,50,Précey
France,Quettehou,quettehou,QUETTEHOU,50,Quettehou
France,Quettreville-sur-Sienne,quettreville-sur-sienne,QUETTREVILLE-SUR-SIENNE,50,Quettreville-sur-Sienne
France,Quibou,quibou,QUIBOU,50,Quibou
France,Quinéville,quineville,QUINÉVILLE,50,Quinéville
France,Raids,raids,RAIDS,50,Raids
France,Rampan,rampan,RAMPAN,50,Rampan
France,Rauville-la-Bigot,rauville-la-bigot,RAUVILLE-LA-BIGOT,50,Rauville-la-Bigot
France,Rauville-la-Place,rauville-la-place,RAUVILLE-LA-PLACE,50,Rauville-la-Place
France,Reffuveille,reffuveille,REFFUVEILLE,50,Reffuveille
France,Regnéville-sur-Mer,regneville-sur-mer,REGNÉVILLE-SUR-MER,50,Regnéville-sur-Mer
France,Reigneville-Bocage,reigneville-bocage,REIGNEVILLE-BOCAGE,50,Reigneville-Bocage
France,Remilly Les Marais,remilly-les-marais,REMILLY LES MARAIS,50,Remilly Les Marais
France,Réville,reville,RÉVILLE,50,Réville
France,Rocheville,rocheville,ROCHEVILLE,50,Rocheville
France,Romagny Fontenay,romagny-fontenay,ROMAGNY FONTENAY,50,Romagny Fontenay
France,Roncey,roncey,RONCEY,50,Roncey
France,Le Rozel,le-rozel,LE ROZEL,50,Le Rozel
France,Sacey,sacey,SACEY,50,Sacey
France,Saint-Amand-Villages,saint-amand-villages,SAINT-AMAND-VILLAGES,50,Saint-Amand-Villages
France,Saint-André-de-Bohon,saint-andre-de-bohon,SAINT-ANDRÉ-DE-BOHON,50,Saint-André-de-Bohon
France,Saint-André-de-l'Épine,saint-andre-de-l-epine,SAINT-ANDRÉ-DE-L'ÉPINE,50,Saint-André-de-l'Épine
France,Saint-Aubin-des-Préaux,saint-aubin-des-preaux,SAINT-AUBIN-DES-PRÉAUX,50,Saint-Aubin-des-Préaux
France,Saint-Aubin-de-Terregatte,saint-aubin-de-terregatte,SAINT-AUBIN-DE-TERREGATTE,50,Saint-Aubin-de-Terregatte
France,Saint-Barthélemy,saint-barthelemy,SAINT-BARTHÉLEMY,50,Saint-Barthélemy
France,Saint-Brice,saint-brice,SAINT-BRICE,50,Saint-Brice
France,Saint-Brice-de-Landelles,saint-brice-de-landelles,SAINT-BRICE-DE-LANDELLES,50,Saint-Brice-de-Landelles
France,Sainte-Cécile,sainte-cecile,SAINTE-CÉCILE,50,Sainte-Cécile
France,Saint-Christophe-du-Foc,saint-christophe-du-foc,SAINT-CHRISTOPHE-DU-FOC,50,Saint-Christophe-du-Foc
France,Saint-Clair-sur-l'Elle,saint-clair-sur-l-elle,SAINT-CLAIR-SUR-L'ELLE,50,Saint-Clair-sur-l'Elle
France,Saint-Clément-Rancoudray,saint-clement-rancoudray,SAINT-CLÉMENT-RANCOUDRAY,50,Saint-Clément-Rancoudray
France,Sainte-Colombe,sainte-colombe,SAINTE-COLOMBE,50,Sainte-Colombe
France,Saint-Cyr,saint-cyr,SAINT-CYR,50,Saint-Cyr
France,Saint-Cyr-du-Bailleul,saint-cyr-du-bailleul,SAINT-CYR-DU-BAILLEUL,50,Saint-Cyr-du-Bailleul
France,Saint-Denis-le-Gast,saint-denis-le-gast,SAINT-DENIS-LE-GAST,50,Saint-Denis-le-Gast
France,Saint-Denis-le-Vêtu,saint-denis-le-vetu,SAINT-DENIS-LE-VÊTU,50,Saint-Denis-le-Vêtu
France,Saint-Floxel,saint-floxel,SAINT-FLOXEL,50,Saint-Floxel
France,Saint-Fromond,saint-fromond,SAINT-FROMOND,50,Saint-Fromond
France,Sainte-Geneviève,sainte-genevieve,SAINTE-GENEVIÈVE,50,Sainte-Geneviève
France,Saint-Georges-de-la-Rivière,saint-georges-de-la-riviere,SAINT-GEORGES-DE-LA-RIVIÈRE,50,Saint-Georges-de-la-Rivière
France,Saint-Georges-de-Livoye,saint-georges-de-livoye,SAINT-GEORGES-DE-LIVOYE,50,Saint-Georges-de-Livoye
France,Saint-Georges-d'Elle,saint-georges-d-elle,SAINT-GEORGES-D'ELLE,50,Saint-Georges-d'Elle
France,Saint-Georges-de-Rouelley,saint-georges-de-rouelley,SAINT-GEORGES-DE-ROUELLEY,50,Saint-Georges-de-Rouelley
France,Saint-Georges-Montcocq,saint-georges-montcocq,SAINT-GEORGES-MONTCOCQ,50,Saint-Georges-Montcocq
France,Saint-Germain-d'Elle,saint-germain-d-elle,SAINT-GERMAIN-D'ELLE,50,Saint-Germain-d'Elle
France,Saint-Germain-de-Tournebut,saint-germain-de-tournebut,SAINT-GERMAIN-DE-TOURNEBUT,50,Saint-Germain-de-Tournebut
France,Saint-Germain-de-Varreville,saint-germain-de-varreville,SAINT-GERMAIN-DE-VARREVILLE,50,Saint-Germain-de-Varreville
France,Saint-Germain-le-Gaillard,saint-germain-le-gaillard,SAINT-GERMAIN-LE-GAILLARD,50,Saint-Germain-le-Gaillard
France,Saint-Germain-sur-Ay,saint-germain-sur-ay,SAINT-GERMAIN-SUR-AY,50,Saint-Germain-sur-Ay
France,Saint-Germain-sur-Sèves,saint-germain-sur-seves,SAINT-GERMAIN-SUR-SÈVES,50,Saint-Germain-sur-Sèves
France,Saint-Gilles,saint-gilles,SAINT-GILLES,50,Saint-Gilles
France,Saint-Hilaire-du-Harcouët,saint-hilaire-du-harcouet,SAINT-HILAIRE-DU-HARCOUËT,50,Saint-Hilaire-du-Harcouët
France,Saint-Jacques-de-Néhou,saint-jacques-de-nehou,SAINT-JACQUES-DE-NÉHOU,50,Saint-Jacques-de-Néhou
France,Saint-James,saint-james,SAINT-JAMES,50,Saint-James
France,Saint-Jean-de-Daye,saint-jean-de-daye,SAINT-JEAN-DE-DAYE,50,Saint-Jean-de-Daye
France,Saint-Jean-de-la-Haize,saint-jean-de-la-haize,SAINT-JEAN-DE-LA-HAIZE,50,Saint-Jean-de-la-Haize
France,Saint-Jean-de-la-Rivière,saint-jean-de-la-riviere,SAINT-JEAN-DE-LA-RIVIÈRE,50,Saint-Jean-de-la-Rivière
France,Saint-Jean-de-Savigny,saint-jean-de-savigny,SAINT-JEAN-DE-SAVIGNY,50,Saint-Jean-de-Savigny
France,Saint-Jean-d'Elle,saint-jean-d-elle,SAINT-JEAN-D'ELLE,50,Saint-Jean-d'Elle
France,Saint-Jean-des-Champs,saint-jean-des-champs,SAINT-JEAN-DES-CHAMPS,50,Saint-Jean-des-Champs
France,Saint-Jean-du-Corail-des-Bois,saint-jean-du-corail-des-bois,SAINT-JEAN-DU-CORAIL-DES-BOIS,50,Saint-Jean-du-Corail-des-Bois
France,Saint-Jean-le-Thomas,saint-jean-le-thomas,SAINT-JEAN-LE-THOMAS,50,Saint-Jean-le-Thomas
France,Saint-Joseph,saint-joseph,SAINT-JOSEPH,50,Saint-Joseph
France,Saint-Laurent-de-Cuves,saint-laurent-de-cuves,SAINT-LAURENT-DE-CUVES,50,Saint-Laurent-de-Cuves
France,Saint-Laurent-de-Terregatte,saint-laurent-de-terregatte,SAINT-LAURENT-DE-TERREGATTE,50,Saint-Laurent-de-Terregatte
France,Saint-Lô,saint-lo,SAINT-LÔ,50,Saint-Lô
France,Saint-Louet-sur-Vire,saint-louet-sur-vire,SAINT-LOUET-SUR-VIRE,50,Saint-Louet-sur-Vire
France,Saint-Loup,saint-loup,SAINT-LOUP,50,Saint-Loup
France,Saint-Malo-de-la-Lande,saint-malo-de-la-lande,SAINT-MALO-DE-LA-LANDE,50,Saint-Malo-de-la-Lande
France,Saint-Marcouf,saint-marcouf,SAINT-MARCOUF,50,Saint-Marcouf
France,Sainte-Marie-du-Mont,sainte-marie-du-mont,SAINTE-MARIE-DU-MONT,50,Sainte-Marie-du-Mont
France,Saint-Martin-d'Aubigny,saint-martin-d-aubigny,SAINT-MARTIN-D'AUBIGNY,50,Saint-Martin-d'Aubigny
France,Saint-Martin-d'Audouville,saint-martin-d-audouville,SAINT-MARTIN-D'AUDOUVILLE,50,Saint-Martin-d'Audouville
France,Saint-Martin-de-Bonfossé,saint-martin-de-bonfosse,SAINT-MARTIN-DE-BONFOSSÉ,50,Saint-Martin-de-Bonfossé
France,Saint-Martin-de-Cenilly,saint-martin-de-cenilly,SAINT-MARTIN-DE-CENILLY,50,Saint-Martin-de-Cenilly
France,Chaulieu,chaulieu,CHAULIEU,50,Chaulieu
France,Saint-Martin-de-Varreville,saint-martin-de-varreville,SAINT-MARTIN-DE-VARREVILLE,50,Saint-Martin-de-Varreville
France,Saint-Martin-le-Bouillant,saint-martin-le-bouillant,SAINT-MARTIN-LE-BOUILLANT,50,Saint-Martin-le-Bouillant
France,Saint-Martin-le-Gréard,saint-martin-le-greard,SAINT-MARTIN-LE-GRÉARD,50,Saint-Martin-le-Gréard
France,Saint-Maur-des-Bois,saint-maur-des-bois,SAINT-MAUR-DES-BOIS,50,Saint-Maur-des-Bois
France,Saint-Maurice-en-Cotentin,saint-maurice-en-cotentin,SAINT-MAURICE-EN-COTENTIN,50,Saint-Maurice-en-Cotentin
France,Sainte-Mère-Église,sainte-mere-eglise,SAINTE-MÈRE-ÉGLISE,50,Sainte-Mère-Église
France,Saint-Michel-de-Montjoie,saint-michel-de-montjoie,SAINT-MICHEL-DE-MONTJOIE,50,Saint-Michel-de-Montjoie
France,Saint-Nicolas-de-Pierrepont,saint-nicolas-de-pierrepont,SAINT-NICOLAS-DE-PIERREPONT,50,Saint-Nicolas-de-Pierrepont
France,Saint-Nicolas-des-Bois,saint-nicolas-des-bois,SAINT-NICOLAS-DES-BOIS,50,Saint-Nicolas-des-Bois
France,Saint-Ovin,saint-ovin,SAINT-OVIN,50,Saint-Ovin
France,Saint-Pair-sur-Mer,saint-pair-sur-mer,SAINT-PAIR-SUR-MER,50,Saint-Pair-sur-Mer
France,Saint-Patrice-de-Claids,saint-patrice-de-claids,SAINT-PATRICE-DE-CLAIDS,50,Saint-Patrice-de-Claids
France,Le Parc,le-parc,LE PARC,50,Le Parc
France,Saint-Pierre-d'Arthéglise,saint-pierre-d-artheglise,SAINT-PIERRE-D'ARTHÉGLISE,50,Saint-Pierre-d'Arthéglise
France,Saint-Pierre-de-Coutances,saint-pierre-de-coutances,SAINT-PIERRE-DE-COUTANCES,50,Saint-Pierre-de-Coutances
France,Saint-Pierre-de-Semilly,saint-pierre-de-semilly,SAINT-PIERRE-DE-SEMILLY,50,Saint-Pierre-de-Semilly
France,Saint-Pierre-Église,saint-pierre-eglise,SAINT-PIERRE-ÉGLISE,50,Saint-Pierre-Église
France,Saint-Pierre-Langers,saint-pierre-langers,SAINT-PIERRE-LANGERS,50,Saint-Pierre-Langers
France,Saint-Planchers,saint-planchers,SAINT-PLANCHERS,50,Saint-Planchers
France,Saint-Pois,saint-pois,SAINT-POIS,50,Saint-Pois
France,Saint-Quentin-sur-le-Homme,saint-quentin-sur-le-homme,SAINT-QUENTIN-SUR-LE-HOMME,50,Saint-Quentin-sur-le-Homme
France,Bourgvallées,bourgvallees,BOURGVALLÉES,50,Bourgvallées
France,Saint-Sauveur-de-Pierrepont,saint-sauveur-de-pierrepont,SAINT-SAUVEUR-DE-PIERREPONT,50,Saint-Sauveur-de-Pierrepont
France,Saint-Sauveur-la-Pommeraye,saint-sauveur-la-pommeraye,SAINT-SAUVEUR-LA-POMMERAYE,50,Saint-Sauveur-la-Pommeraye
France,Saint-Sauveur-Villages,saint-sauveur-villages,SAINT-SAUVEUR-VILLAGES,50,Saint-Sauveur-Villages
France,Saint-Sauveur-le-Vicomte,saint-sauveur-le-vicomte,SAINT-SAUVEUR-LE-VICOMTE,50,Saint-Sauveur-le-Vicomte
France,Saint-Sébastien-de-Raids,saint-sebastien-de-raids,SAINT-SÉBASTIEN-DE-RAIDS,50,Saint-Sébastien-de-Raids
France,Saint-Senier-de-Beuvron,saint-senier-de-beuvron,SAINT-SENIER-DE-BEUVRON,50,Saint-Senier-de-Beuvron
France,Saint-Senier-sous-Avranches,saint-senier-sous-avranches,SAINT-SENIER-SOUS-AVRANCHES,50,Saint-Senier-sous-Avranches
France,Sainte-Suzanne-sur-Vire,sainte-suzanne-sur-vire,SAINTE-SUZANNE-SUR-VIRE,50,Sainte-Suzanne-sur-Vire
France,Saint-Vaast-la-Hougue,saint-vaast-la-hougue,SAINT-VAAST-LA-HOUGUE,50,Saint-Vaast-la-Hougue
France,Saint-Vigor-des-Monts,saint-vigor-des-monts,SAINT-VIGOR-DES-MONTS,50,Saint-Vigor-des-Monts
France,Terre-et-Marais,terre-et-marais,TERRE-ET-MARAIS,50,Terre-et-Marais
France,Sartilly-Baie-Bocage,sartilly-baie-bocage,SARTILLY-BAIE-BOCAGE,50,Sartilly-Baie-Bocage
France,Saussemesnil,saussemesnil,SAUSSEMESNIL,50,Saussemesnil
France,Saussey,saussey,SAUSSEY,50,Saussey
France,Savigny,savigny,SAVIGNY,50,Savigny
France,Savigny-le-Vieux,savigny-le-vieux,SAVIGNY-LE-VIEUX,50,Savigny-le-Vieux
France,Sébeville,sebeville,SÉBEVILLE,50,Sébeville
France,Sénoville,senoville,SÉNOVILLE,50,Sénoville
France,Servon,servon,SERVON,50,Servon
France,Sideville,sideville,SIDEVILLE,50,Sideville
France,Siouville-Hague,siouville-hague,SIOUVILLE-HAGUE,50,Siouville-Hague
France,Sortosville-en-Beaumont,sortosville-en-beaumont,SORTOSVILLE-EN-BEAUMONT,50,Sortosville-en-Beaumont
France,Sortosville,sortosville,SORTOSVILLE,50,Sortosville
France,Sottevast,sottevast,SOTTEVAST,50,Sottevast
France,Sotteville,sotteville,SOTTEVILLE,50,Sotteville
France,Sourdeval,sourdeval,SOURDEVAL,50,Sourdeval
France,Subligny,subligny,SUBLIGNY,50,Subligny
